id,name,team,season,position,age,batting_hand,bowling_hand,status,_age,_batting_hand,_bowling_hand,_name
1439,Cameron White,SRH,2013,Batsman,29y 201d,Right,Legbreak googly,1,Age: 29y 201d,Batting: Right hand bat,Bowling: Legbreak googly,Cameron White 
1440,Chris Lynn,SRH,2013,Batsman,22y 331d,Right,Slow left arm orthodox,1,Age: 22y 331d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Chris Lynn 
1441,Clint McKay,SRH,2013,Bowler,30y 15d,Right,Right arm medium fast,1,Age: 30y 15d,Batting: Right hand bat,Bowling: Right arm medium fast,Clint McKay 
1442,Dale Steyn,SRH,2013,Bowler,29y 253d,Right,Right arm fast,1,Age: 29y 253d,Batting: Right hand bat,Bowling: Right arm fast,Dale Steyn 
1443,Darren Sammy,SRH,2013,All-Rounder,29y 77d,Right,Right arm medium,1,Age: 29y 77d,Batting: Right hand bat,Bowling: Right arm medium,Daren Sammy 
1444,Dwaraka Ravi Teja,SRH,2013,Batsman,25y 183d,Right,Legbreak googly,1,Age: 25y 183d,Batting: Right hand bat,Bowling: Legbreak googly,Dwaraka Ravi Teja 
1445,Hanuma Vihari,SRH,2013,All-Rounder,19y 145d,Right,Right arm offbreak,1,Age: 19y 145d,Batting: Right hand bat,Bowling: Right arm offbreak,Hanuma Vihari 
1446,Ishant Sharma,SRH,2013,Bowler,24y 186d,Right,Right arm medium fast,1,Age: 24y 186d,Batting: Right hand bat,Bowling: Right arm medium fast,Ishant Sharma 
1447,Jean-Paul Duminy,SRH,2013,All-Rounder,28y 327d,Left,Right arm offbreak,1,Age: 28y 327d,Batting: Left hand bat,Bowling: Right arm offbreak,Jean-Paul Duminy 
1448,Karn Sharma,SRH,2013,Bowler,25y 135d,Left,Legbreak googly,1,Age: 25y 135d,Batting: Left hand bat,Bowling: Legbreak googly,Karn Sharma 
1449,Kumar Sangakkara (c),SRH,2013,Wicketkeeper Batsman,35y 131d,Left,Right arm offbreak,1,Age: 35y 131d,Batting: Left hand bat,Bowling: Right arm offbreak,Kumar Sangakkara (c)
1450,Nathan McCullum,SRH,2013,Bowler,32y 187d,Right,Right arm offbreak,1,Age: 32y 187d,Batting: Right hand bat,Bowling: Right arm offbreak,Nathan McCullum 
1451,P Akshath Reddy,SRH,2013,Bowler,22y 24d,Right,Legbreak,1,Age: 22y 24d,Batting: Right hand bat,Bowling: Legbreak,P Akshath Reddy 
1452,Padmanabhan Prasanth,SRH,2013,All-Rounder,27y 289d,Left,Slow left arm orthodox,1,Age: 27y 289d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Padmanabhan Prasanth 
1453,Parthiv Patel,SRH,2013,Wicketkeeper Batsman,27y 363d,Left,Right arm offbreak,1,Age: 27y 363d,Batting: Left hand bat,Bowling: Right arm offbreak,Parthiv Patel 
1454,Quinton de Kock,SRH,2013,Wicketkeeper Batsman,20y 80d,Left,,1,Age: 20y 80d,Batting: Left hand bat,,Quinton de Kock 
1455,Sachin Rana,SRH,2013,Bowler,28y 170d,Right,Right arm medium fast,1,Age: 28y 170d,Batting: Right hand bat,Bowling: Right arm medium fast,Sachin Rana 
1456,Shikhar Dhawan,SRH,2013,Batsman,27y 92d,Left,Right arm offbreak,1,Age: 27y 92d,Batting: Left hand bat,Bowling: Right arm offbreak,Shikhar Dhawan 
1457,Sudeep Tyagi,SRH,2013,Bowler,25y 171d,Right,Right arm medium,1,Age: 25y 171d,Batting: Right hand bat,Bowling: Right arm medium,Sudeep Tyagi 
1458,Thalaivan Sargunam,SRH,2013,Bowler,27y 296d,Right,Right arm offbreak,1,Age: 27y 296d,Batting: Right hand bat,Bowling: Right arm offbreak,Thalaivan Sargunam 
1459,Thisara Perera,SRH,2013,All-Rounder,23y 338d,Left,Right arm medium fast,1,Age: 23y 338d,Batting: Left hand bat,Bowling: Right arm medium fast,Thisara Perera 
1460,Veer Pratap Singh,SRH,2013,Bowler,20y 308d,Right,Right arm medium,1,Age: 20y 308d,Batting: Right hand bat,Bowling: Right arm medium,Veer Pratap Singh 
1461,Ashish Nehra,CSK,2014,Bowler,35y 13d,Right,Left arm medium fast,1,Age: 35y 13d,Batting: Right hand bat,Bowling: Left arm medium fast,Ashish Nehra 
1462,Baba Aparajith,CSK,2014,All-Rounder,19y 308d,Right,Right arm offbreak,1,Age: 19y 308d,Batting: Right hand bat,Bowling: Right arm offbreak,Baba Aparajith 
1463,Ben Hilfenhaus,CSK,2014,Bowler,31y 58d,Right,Right arm medium fast,1,Age: 31y 58d,Batting: Right hand bat,Bowling: Right arm medium fast,Ben Hilfenhaus 
1464,Brendon McCullum,CSK,2014,Wicketkeeper Batsman,32y 227d,Right,Right arm medium/ Right arm offbreak,1,Age: 32y 227d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Brendon McCullum 
1465,David Hussey,CSK,2014,All-Rounder,36y 301d,Right,Right arm offbreak,1,Age: 36y 301d,Batting: Right hand bat,Bowling: Right arm offbreak,David Hussey 
1466,Dwayne Bravo,CSK,2014,All-Rounder,30y 217d,Right,Right arm medium,1,Age: 30y 217d,Batting: Right hand bat,Bowling: Right arm medium,Dwayne Bravo 
1467,Dwayne Smith,CSK,2014,All-Rounder,31y 30d,Right,Right arm medium,1,Age: 31y 30d,Batting: Right hand bat,Bowling: Right arm medium,Dwayne Smith 
1468,Faf du Plessis,CSK,2014,Batsman,29y 303d,Right,Legbreak,1,Age: 29y 303d,Batting: Right hand bat,Bowling: Legbreak,Faf du Plessis 
1469,Ishwar Pandey,CSK,2014,Bowler,24y 270d,Right,Right arm medium,1,Age: 24y 270d,Batting: Right hand bat,Bowling: Right arm medium,Ishwar Pandey 
1470,John Hastings,CSK,2014,All-Rounder,28y 189d,Right,Right arm medium fast,1,Age: 28y 189d,Batting: Right hand bat,Bowling: Right arm medium fast,John Hastings 
1471,Matt Henry,CSK,2014,Bowler,22y 149d,Right,Right arm medium fast,1,Age: 22y 149d,Batting: Right hand bat,Bowling: Right arm medium fast,Matt Henry 
1472,Mithun Manhas,CSK,2014,All-Rounder,34y 212d,Right,Right arm offbreak,1,Age: 34y 212d,Batting: Right hand bat,Bowling: Right arm offbreak,Mithun Manhas 
1473,Mohit Sharma,CSK,2014,Bowler,25y 236d,Right,Right arm medium,1,Age: 25y 236d,Batting: Right hand bat,Bowling: Right arm medium,Mohit Sharma 
1474,MS Dhoni (c),CSK,2014,Wicketkeeper Batsman,32y 309d,Right,Right arm medium,1,Age: 32y 309d,Batting: Right hand bat,Bowling: Right arm medium,MS Dhoni  (c)
1475,Pawan Negi,CSK,2014,Bowler,21y 126d,Left,Slow left arm orthodox,1,Age: 21y 126d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pawan Negi 
1476,Ravichandran Ashwin,CSK,2014,All-Rounder,27y 237d,Right,Right arm offbreak,1,Age: 27y 237d,Batting: Right hand bat,Bowling: Right arm offbreak,Ravichandran Ashwin 
1477,Ravindra Jadeja,CSK,2014,All-Rounder,25y 157d,Left,Slow left arm orthodox,1,Age: 25y 157d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Ravindra Jadeja 
1478,Ronit More,CSK,2014,Bowler,22y 99d,Right,Right arm medium,1,Age: 22y 99d,Batting: Right hand bat,Bowling: Right arm medium,Ronit More 
1479,Samuel Badree,CSK,2014,Bowler,33y 64d,Right,Legbreak,1,Age: 33y 64d,Batting: Right hand bat,Bowling: Legbreak,Samuel Badree 
1480,Suresh Raina,CSK,2014,Batsman,27y 166d,Left,Right arm offbreak,1,Age: 27y 166d,Batting: Left hand bat,Bowling: Right arm offbreak,Suresh Raina 
1481,Vijay Shankar,CSK,2014,All-Rounder,23y 106d,Right,Right arm medium,1,Age: 23y 106d,Batting: Right hand bat,Bowling: Right arm medium,Vijay Shankar 
1482,Dinesh Karthik,DC,2014,Wicketkeeper Batsman,28y 339d,Right,Right arm offbreak,1,Age: 28y 339d,Batting: Right hand bat,Bowling: Right arm offbreak,Dinesh Karthik 
1483,HS Sharath,DC,2014,All-Rounder,21y 89d,Right,Right arm medium,1,Age: 21y 89d,Batting: Right hand bat,Bowling: Right arm medium,HS Sharath 
1484,Imran Tahir,DC,2014,Bowler,35y 40d,Right,Legbreak googly,1,Age: 35y 40d,Batting: Right hand bat,Bowling: Legbreak googly,Imran Tahir 
1485,James Neesham,DC,2014,All-Rounder,23y 231d,Left,Right arm medium fast,1,Age: 23y 231d,Batting: Left hand bat,Bowling: Right arm medium fast,James Neesham 
1486,Jayant Yadav,DC,2014,Bowler,24y 104d,Right,Right arm offbreak,1,Age: 24y 104d,Batting: Right hand bat,Bowling: Right arm offbreak,Jayant Yadav 
1487,Jaydev Unadkat,DC,2014,Bowler,22y 200d,Right,Left arm medium,1,Age: 22y 200d,Batting: Right hand bat,Bowling: Left arm medium,Jaydev Unadkat 
1488,Jean-Paul Duminy,DC,2014,All-Rounder,30y 22d,Left,Right arm offbreak,1,Age: 30y 22d,Batting: Left hand bat,Bowling: Right arm offbreak,Jean-Paul Duminy 
1489,Kedar Jadhav,DC,2014,All-Rounder,29y 41d,Right,Right arm offbreak,1,Age: 29y 41d,Batting: Right hand bat,Bowling: Right arm offbreak,Kedar Jadhav 
1490,Kevin Pietersen (c),DC,2014,Batsman,33y 313d,Right,Right arm offbreak,1,Age: 33y 313d,Batting: Right hand bat,Bowling: Right arm offbreak,Kevin Pietersen (c)
1491,Laxmi Shukla,DC,2014,All-Rounder,33y 0d,Right,Right arm medium,1,Age: 33y 0d,Batting: Right hand bat,Bowling: Right arm medium,Laxmi Shukla 
1492,Manoj Tiwary,DC,2014,Batsman,28y 173d,Right,Legbreak googly,1,Age: 28y 173d,Batting: Right hand bat,Bowling: Legbreak googly,Manoj Tiwary 
1493,Mayank Agarwal,DC,2014,Batsman,23y 79d,Right,Right arm offbreak,1,Age: 23y 79d,Batting: Right hand bat,Bowling: Right arm offbreak,Mayank Agarwal 
1494,Milind Kumar,DC,2014,All-Rounder,23y 80d,Right,Right arm offbreak,1,Age: 23y 80d,Batting: Right hand bat,Bowling: Right arm offbreak,Milind Kumar 
1495,Mohammed Shami,DC,2014,Bowler,23y 245d,Right,Right arm fast,1,Age: 23y 245d,Batting: Right hand bat,Bowling: Right arm fast,Mohammed Shami 
1496,Murali Vijay,DC,2014,Batsman,30y 35d,Right,Right arm offbreak,1,Age: 30y 35d,Batting: Right hand bat,Bowling: Right arm offbreak,Murali Vijay 
1497,Nathan Coulter-Nile,DC,2014,All-Rounder,26y 207d,Right,Right arm fast,1,Age: 26y 207d,Batting: Right hand bat,Bowling: Right arm fast,Nathan Coulter-Nile 
1498,Quinton de Kock,DC,2014,Wicketkeeper Batsman,21y 140d,Left,,1,Age: 21y 140d,Batting: Left hand bat,,Quinton de Kock 
1499,Rahul Sharma,DC,2014,Bowler,27y 157d,Right,Legbreak googly,1,Age: 27y 157d,Batting: Right hand bat,Bowling: Legbreak googly,Rahul Sharma 
1500,Rahul Shukla,DC,2014,Bowler,23y 251d,Right,Right arm medium,1,Age: 23y 251d,Batting: Right hand bat,Bowling: Right arm medium,Rahul Shukla 
1501,Ross Taylor,DC,2014,Batsman,30y 59d,Right,Right arm offbreak,1,Age: 30y 59d,Batting: Right hand bat,Bowling: Right arm offbreak,Ross Taylor 
1502,Saurabh Tiwary,DC,2014,Batsman,24y 127d,Left,,1,Age: 24y 127d,Batting: Left hand bat,,Saurabh Tiwary 
1503,Shahbaz Nadeem,DC,2014,Bowler,24y 267d,Right,Slow left arm orthodox,1,Age: 24y 267d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Shahbaz Nadeem 
1504,Siddarth Kaul,DC,2014,Bowler,23y 352d,Right,Right arm medium,1,Age: 23y 352d,Batting: Right hand bat,Bowling: Right arm medium,Siddarth Kaul 
1505,Wayne Parnell,DC,2014,Bowler,24y 280d,Left,Left arm medium fast,1,Age: 24y 280d,Batting: Left hand bat,Bowling: Left arm medium fast,Wayne Parnell 
1506,Andre Russell,KKR,2014,All-Rounder,25y 289d,Right,Right arm fast,1,Age: 25y 289d,Batting: Right hand bat,Bowling: Right arm fast,Andre Russell 
1507,Chris Lynn,KKR,2014,Batsman,23y 308d,Right,Slow left arm orthodox,1,Age: 23y 308d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Chris Lynn 
1508,Debabrata Das,KKR,2014,Batsman,27y 143d,Right,Legbreak googly,1,Age: 27y 143d,Batting: Right hand bat,Bowling: Legbreak googly,Debabrata Das 
1509,Gautam Gambhir (c),KKR,2014,Batsman,32y 121d,Left,Legbreak,1,Age: 32y 121d,Batting: Left hand bat,Bowling: Legbreak,Gautam Gambhir (c)
1510,Jacques Kallis,KKR,2014,All-Rounder,38y 119d,Right,Right arm medium fast,1,Age: 38y 119d,Batting: Right hand bat,Bowling: Right arm medium fast,Jacques Kallis 
1511,Kuldeep Yadav,KKR,2014,Bowler,19y 60d,Left,Left arm wrist spin,1,Age: 19y 60d,Batting: Left hand bat,Bowling: Left arm wrist spin,Kuldeep Yadav 
1512,Manish Pandey,KKR,2014,Batsman,24y 155d,Right,Right arm medium,1,Age: 24y 155d,Batting: Right hand bat,Bowling: Right arm medium,Manish Pandey 
1513,Manvinder Bisla,KKR,2014,Wicketkeeper Batsman,29y 47d,Right,,1,Age: 29y 47d,Batting: Right hand bat,,Manvinder Bisla 
1514,Morne Morkel,KKR,2014,Bowler,29y 129d,Left,Right arm fast,1,Age: 29y 129d,Batting: Left hand bat,Bowling: Right arm fast,Morne Morkel 
1515,Pat Cummins,KKR,2014,Bowler,20y 280d,Right,Right arm fast,1,Age: 20y 280d,Batting: Right hand bat,Bowling: Right arm fast,Pat Cummins 
1516,Piyush Chawla,KKR,2014,All-Rounder,25y 50d,Left,Legbreak,1,Age: 25y 50d,Batting: Left hand bat,Bowling: Legbreak,Piyush Chawla 
1517,Robin Uthappa,KKR,2014,Batsman,28y 93d,Right,Right arm medium,1,Age: 28y 93d,Batting: Right hand bat,Bowling: Right arm medium,Robin Uthappa 
1518,Ryan ten Doeschate,KKR,2014,All-Rounder,33y 227d,Right,Right arm medium fast,1,Age: 33y 227d,Batting: Right hand bat,Bowling: Right arm medium fast,Ryan ten Doeschate 
1519,Sayan Mondal,KKR,2014,All-Rounder,24y 94d,Left,Right arm medium,1,Age: 24y 94d,Batting: Left hand bat,Bowling: Right arm medium,Sayan Mondal 
1520,Shakib Al Hasan,KKR,2014,All-Rounder,26y 325d,Left,Slow left arm orthodox,1,Age: 26y 325d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shakib Al Hasan 
1521,Sunil Narine,KKR,2014,All-Rounder,25y 262d,Left,Right arm offbreak,1,Age: 25y 262d,Batting: Left hand bat,Bowling: Right arm offbreak,Sunil Narine 
1522,Suryakumar Yadav,KKR,2014,Batsman,23y 151d,Right,Right arm medium/ Right arm offbreak,1,Age: 23y 151d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Suryakumar Yadav 
1523,Umesh Yadav,KKR,2014,Bowler,26y 110d,Right,Right arm fast,1,Age: 26y 110d,Batting: Right hand bat,Bowling: Right arm fast,Umesh Yadav 
1524,Veer Pratap Singh,KKR,2014,Bowler,21y 285d,Right,Right arm medium,1,Age: 21y 285d,Batting: Right hand bat,Bowling: Right arm medium,Veer Pratap Singh 
1525,Vinay Kumar,KKR,2014,Bowler,30y 0d,Right,Right arm medium,1,Age: 30y 0d,Batting: Right hand bat,Bowling: Right arm medium,Vinay Kumar 
1526,Yusuf Pathan,KKR,2014,All-Rounder,31y 87d,Right,Right arm offbreak,1,Age: 31y 87d,Batting: Right hand bat,Bowling: Right arm offbreak,Yusuf Pathan 
1527,Anureet Singh,KXIP,2014,Bowler,25y 347d,Right,Right arm medium,1,Age: 25y 347d,Batting: Right hand bat,Bowling: Right arm medium,Anureet Singh 
1528,Axar Patel,KXIP,2014,All-Rounder,20y 23d,Left,Slow left arm orthodox,1,Age: 20y 23d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Axar Patel 
1529,Beuran Hendricks,KXIP,2014,Bowler,23y 249d,Left,Left arm medium fast,1,Age: 23y 249d,Batting: Left hand bat,Bowling: Left arm medium fast,Beuran Hendricks 
1530,Cheteshwar Pujara,KXIP,2014,Batsman,26y 18d,Right,Legbreak,1,Age: 26y 18d,Batting: Right hand bat,Bowling: Legbreak,Cheteshwar Pujara 
1531,David Miller,KXIP,2014,Batsman,24y 247d,Left,Right arm offbreak,1,Age: 24y 247d,Batting: Left hand bat,Bowling: Right arm offbreak,David Miller 
1532,George Bailey (c),KXIP,2014,Batsman,31y 158d,Right,Right arm medium,1,Age: 31y 158d,Batting: Right hand bat,Bowling: Right arm medium,George Bailey (c)
1533,Glenn Maxwell,KXIP,2014,All-Rounder,25y 121d,Right,Right arm offbreak,1,Age: 25y 121d,Batting: Right hand bat,Bowling: Right arm offbreak,Glenn Maxwell 
1534,Gurkeerat Singh Mann,KXIP,2014,Batsman,23y 228d,Right,Right arm offbreak,1,Age: 23y 228d,Batting: Right hand bat,Bowling: Right arm offbreak,Gurkeerat Singh Mann 
1535,Karanveer Singh,KXIP,2014,Bowler,26y 96d,Right,Legbreak googly,1,Age: 26y 96d,Batting: Right hand bat,Bowling: Legbreak googly,Karanveer Singh 
1536,Lakshmipathy Balaji,KXIP,2014,Bowler,32y 138d,Right,Right arm medium fast,1,Age: 32y 138d,Batting: Right hand bat,Bowling: Right arm medium fast,Lakshmipathy Balaji 
1537,Manan Vohra,KXIP,2014,Batsman,20y 209d,Right,Right arm medium,1,Age: 20y 209d,Batting: Right hand bat,Bowling: Right arm medium,Manan Vohra 
1538,Mandeep Singh,KXIP,2014,All-Rounder,22y 56d,Right,Right arm medium,1,Age: 22y 56d,Batting: Right hand bat,Bowling: Right arm medium,Mandeep Singh 
1539,Mitchell Johnson,KXIP,2014,Bowler,32y 102d,Left,Left arm fast,1,Age: 32y 102d,Batting: Left hand bat,Bowling: Left arm fast,Mitchell Johnson 
1540,Murali Kartik,KXIP,2014,Bowler,37y 154d,Left,Slow left arm orthodox,1,Age: 37y 154d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Murali Kartik 
1541,Parvinder Awana,KXIP,2014,Bowler,27y 208d,Right,Right arm medium,1,Age: 27y 208d,Batting: Right hand bat,Bowling: Right arm medium,Parvinder Awana 
1542,Rishi Dhawan,KXIP,2014,All-Rounder,23y 358d,Right,Right arm medium fast,1,Age: 23y 358d,Batting: Right hand bat,Bowling: Right arm medium fast,Rishi Dhawan 
1543,Sandeep Sharma,KXIP,2014,Bowler,20y 270d,Right,Right arm medium,1,Age: 20y 270d,Batting: Right hand bat,Bowling: Right arm medium,Sandeep Sharma 
1544,Shardul Thakur,KXIP,2014,Bowler,22y 119d,Right,Right arm medium,1,Age: 22y 119d,Batting: Right hand bat,Bowling: Right arm medium,Shardul Thakur 
1545,Shaun Marsh,KXIP,2014,Batsman,30y 218d,Left,Slow left arm orthodox,1,Age: 30y 218d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shaun Marsh 
1546,Shivam Sharma,KXIP,2014,Bowler,20y 156d,Right,Right arm offbreak,1,Age: 20y 156d,Batting: Right hand bat,Bowling: Right arm offbreak,Shivam Sharma 
1547,Thisara Perera,KXIP,2014,All-Rounder,24y 315d,Left,Right arm medium fast,1,Age: 24y 315d,Batting: Left hand bat,Bowling: Right arm medium fast,Thisara Perera 
1548,Virender Sehwag,KXIP,2014,Batsman,35y 115d,Right,Right arm offbreak,1,Age: 35y 115d,Batting: Right hand bat,Bowling: Right arm offbreak,Virender Sehwag 
1549,Wriddhiman Saha,KXIP,2014,Wicketkeeper Batsman,29y 111d,Right,,1,Age: 29y 111d,Batting: Right hand bat,,Wriddhiman Saha 
1550,Aditya Tare,MI,2014,Wicketkeeper Batsman,26y 182d,Right,,1,Age: 26y 182d,Batting: Right hand bat,,Aditya Tare 
1551,Ambati Rayudu,MI,2014,Batsman,28y 227d,Right,Right arm offbreak,1,Age: 28y 227d,Batting: Right hand bat,Bowling: Right arm offbreak,Ambati Rayudu 
1552,Apoorv Wankhade,MI,2014,Batsman,22y 55d,Right,Right arm medium,1,Age: 22y 55d,Batting: Right hand bat,Bowling: Right arm medium,Apoorv Wankhade 
1553,Ben Dunk,MI,2014,Wicketkeeper Batsman,27y 58d,Left,Right arm offbreak,1,Age: 27y 58d,Batting: Left hand bat,Bowling: Right arm offbreak,Ben Dunk 
1554,Chidhambaram Gautam,MI,2014,Wicketkeeper Batsman,28y 61d,Right,,1,Age: 28y 61d,Batting: Right hand bat,,Chidhambaram Gautam 
1555,Corey Anderson,MI,2014,All-Rounder,23y 146d,Left,Left arm medium fast,1,Age: 23y 146d,Batting: Left hand bat,Bowling: Left arm medium fast,Corey Anderson 
1556,Harbhajan Singh,MI,2014,Bowler,33y 309d,Right,Right arm offbreak,1,Age: 33y 309d,Batting: Right hand bat,Bowling: Right arm offbreak,Harbhajan Singh 
1557,Jalaj Saxena,MI,2014,All-Rounder,27y 144d,Right,Right arm offbreak/ Legbreak googly,1,Age: 27y 144d,Batting: Right hand bat,Bowling: Right arm offbreak/ Legbreak googly,Jalaj Saxena 
1558,Jasprit Bumrah,MI,2014,Bowler,20y 153d,Right,Right arm fast,1,Age: 20y 153d,Batting: Right hand bat,Bowling: Right arm fast,Jasprit Bumrah 
1559,Josh Hazlewood,MI,2014,Bowler,23y 120d,Left,Right arm medium fast,1,Age: 23y 120d,Batting: Left hand bat,Bowling: Right arm medium fast,Josh Hazlewood 
1560,Kieron Pollard,MI,2014,All-Rounder,26y 361d,Right,Right arm medium,1,Age: 26y 361d,Batting: Right hand bat,Bowling: Right arm medium,Kieron Pollard 
1561,Krishmar Santokie,MI,2014,Bowler,29y 139d,Left,Left arm medium,1,Age: 29y 139d,Batting: Left hand bat,Bowling: Left arm medium,Krishmar Santokie 
1562,Lasith Malinga,MI,2014,Bowler,30y 253d,Right,Right arm fast,1,Age: 30y 253d,Batting: Right hand bat,Bowling: Right arm fast,Lasith Malinga 
1563,Lendl Simmons,MI,2014,Batsman,29y 103d,Right,Right arm medium fast,1,Age: 29y 103d,Batting: Right hand bat,Bowling: Right arm medium fast,Lendl Simmons 
1564,Marchant de Lange,MI,2014,Bowler,23y 207d,Right,Right arm fast,1,Age: 23y 207d,Batting: Right hand bat,Bowling: Right arm fast,Marchant de Lange 
1565,Michael Hussey,MI,2014,Batsman,38y 346d,Left,Right arm medium,1,Age: 38y 346d,Batting: Left hand bat,Bowling: Right arm medium,Michael Hussey 
1566,Pawan Suyal,MI,2014,Bowler,24y 205d,Right,Left arm medium,1,Age: 24y 205d,Batting: Right hand bat,Bowling: Left arm medium,Pawan Suyal 
1567,Pragyan Ojha,MI,2014,Bowler,27y 245d,Left,Slow left arm orthodox,1,Age: 27y 245d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pragyan Ojha 
1568,Praveen Kumar,MI,2014,Bowler,27y 218d,Right,Right arm medium,1,Age: 27y 218d,Batting: Right hand bat,Bowling: Right arm medium,Praveen Kumar 
1569,Rohit Sharma (c),MI,2014,Batsman,27y 8d,Right,Right arm offbreak,1,Age: 27y 8d,Batting: Right hand bat,Bowling: Right arm offbreak,Rohit Sharma (c)
1570,Shreyas Gopal,MI,2014,All-Rounder,20y 246d,Right,Legbreak,1,Age: 20y 246d,Batting: Right hand bat,Bowling: Legbreak,Shreyas Gopal 
1571,Sushant Marathe,MI,2014,Wicketkeeper Batsman,28y 204d,Left,Legbreak googly,1,Age: 28y 204d,Batting: Left hand bat,Bowling: Legbreak googly,Sushant Marathe 
1572,Zaheer Khan,MI,2014,Bowler,35y 212d,Right,Left arm medium fast,1,Age: 35y 212d,Batting: Right hand bat,Bowling: Left arm medium fast,Zaheer Khan 
1573,AB de Villiers,RCB,2014,Wicketkeeper Batsman,30y 76d,Right,Right arm medium,1,Age: 30y 76d,Batting: Right hand bat,Bowling: Right arm medium,AB de Villiers 
1574,Abu Nechim Ahmed,RCB,2014,Bowler,25y 180d,Right,Right arm medium fast,1,Age: 25y 180d,Batting: Right hand bat,Bowling: Right arm medium fast,Abu Nechim Ahmed 
1575,Albie Morkel,RCB,2014,All-Rounder,32y 328d,Left,Right arm medium fast,1,Age: 32y 328d,Batting: Left hand bat,Bowling: Right arm medium fast,Albie Morkel 
1576,Ashok Dinda,RCB,2014,Bowler,30y 40d,Right,Right arm medium fast,1,Age: 30y 40d,Batting: Right hand bat,Bowling: Right arm medium fast,Ashok Dinda 
1577,Chris Gayle,RCB,2014,All-Rounder,34y 225d,Left,Right arm offbreak,1,Age: 34y 225d,Batting: Left hand bat,Bowling: Right arm offbreak,Chris Gayle 
1578,Harshal Patel,RCB,2014,Bowler,23y 162d,Right,Right arm medium,1,Age: 23y 162d,Batting: Right hand bat,Bowling: Right arm medium,Harshal Patel 
1579,Mitchell Starc,RCB,2014,Bowler,24y 94d,Left,Left arm fast,1,Age: 24y 94d,Batting: Left hand bat,Bowling: Left arm fast,Mitchell Starc 
1580,Muttiah Muralitharan,RCB,2014,Bowler,42y 17d,Right,Right arm offbreak,1,Age: 42y 17d,Batting: Right hand bat,Bowling: Right arm offbreak,Muttiah Muralitharan
1581,Nic Maddinson,RCB,2014,Batsman,22y 134d,Left,Slow left arm orthodox,1,Age: 22y 134d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Nic Maddinson 
1582,Parthiv Patel,RCB,2014,Wicketkeeper Batsman,29y 56d,Left,Right arm offbreak,1,Age: 29y 56d,Batting: Left hand bat,Bowling: Right arm offbreak,Parthiv Patel 
1583,Ravi Rampaul,RCB,2014,Bowler,29y 201d,Left,Right arm medium fast,1,Age: 29y 201d,Batting: Left hand bat,Bowling: Right arm medium fast,Ravi Rampaul 
1584,Rilee Rossouw,RCB,2014,Batsman,24y 207d,Left,Right arm offbreak,1,Age: 24y 207d,Batting: Left hand bat,Bowling: Right arm offbreak,Rilee Rossouw 
1585,Sachin Rana,RCB,2014,Bowler,29y 228d,Right,Right arm medium fast,1,Age: 29y 228d,Batting: Right hand bat,Bowling: Right arm medium fast,Sachin Rana 
1586,Sandeep Warrier,RCB,2014,Bowler,23y 30d,Right,Right arm medium,1,Age: 23y 30d,Batting: Right hand bat,Bowling: Right arm medium,Sandeep Warrier 
1587,Shadab Jakati,RCB,2014,Bowler,33y 158d,Left,Slow left arm orthodox,1,Age: 33y 158d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shadab Jakati 
1588,Tanmay Mishra,RCB,2014,Batsman,27y 133d,Right,Right arm medium fast,1,Age: 27y 133d,Batting: Right hand bat,Bowling: Right arm medium fast,Tanmay Mishra 
1589,Varun Aaron,RCB,2014,Bowler,24y 187d,Right,Right arm fast,1,Age: 24y 187d,Batting: Right hand bat,Bowling: Right arm fast,Varun Aaron 
1590,Vijay Zol,RCB,2014,Batsman,19y 162d,Left,Right arm offbreak,1,Age: 19y 162d,Batting: Left hand bat,Bowling: Right arm offbreak,Vijay Zol 
1591,Virat Kohli (c),RCB,2014,Batsman,25y 180d,Right,Right arm medium,1,Age: 25y 180d,Batting: Right hand bat,Bowling: Right arm medium,Virat Kohli (c)
1592,Yogesh Takawale,RCB,2014,Wicketkeeper Batsman,29y 180d,Right,,1,Age: 29y 180d,Batting: Right hand bat,,Yogesh Takawale 
1593,Yuvraj Singh,RCB,2014,Batsman,32y 143d,Left,Slow left arm orthodox,1,Age: 32y 143d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Yuvraj Singh 
1594,Yuzvendra Chahal,RCB,2014,Bowler,23y 285d,Right,Legbreak googly,1,Age: 23y 285d,Batting: Right hand bat,Bowling: Legbreak googly,Yuzvendra Chahal 
